molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL294840,COC(=O)CCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,intermediate,1900.0
CHEMBL330036,CCC1(c2ccccc2)Sc2c(Cl)cccc2-n2cccc2C1=O,inactive,500000.0
CHEMBL144654,COC(=O)c1cc(C(=CCCCCBr)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC,inactive,11000.0
CHEMBL144654,COC(=O)c1cc(C(=CCCCCBr)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC,intermediate,1900.0
CHEMBL92330,CCC1(c2ccccc2)C(=O)c2cccn2-c2ccccc2[S+]1[O-],inactive,500000.0
CHEMBL144209,COC(=O)c1cc(C(=CCC2OCCO2)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC,intermediate,3200.0
CHEMBL144209,COC(=O)c1cc(C(=CCC2OCCO2)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC,inactive,20500.0
CHEMBL88836,CCC1(c2ccccc2)Oc2cc3ccccc3cc2-n2cccc2C1=O,inactive,150000.0
CHEMBL343398,COC(=O)c1cc(C(=CCCCC=O)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC,intermediate,4900.0
CHEMBL343398,COC(=O)c1cc(C(=CCCCC=O)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC,intermediate,4200.0
CHEMBL90736,CCC1(c2ccccc2)Sc2ccc(C)cc2-n2cccc2C1=O,inactive,600000.0
CHEMBL88213,CCCC1(CC)Oc2ccccc2-n2cccc2C1=O,inactive,10000.0
CHEMBL329653,CCC1(c2ccccc2)Oc2ccccc2-n2cccc2C1=O,active,250.0
CHEMBL593,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,intermediate,1500.0
CHEMBL94074,O=C1c2cccn2-c2ccccc2OC1c1ccc2ccccc2c1,inactive,300000.0
CHEMBL343149,COC(=O)CC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,intermediate,2200.0
CHEMBL343149,COC(=O)CC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,inactive,100000.0
CHEMBL329899,CC1(C)C2CC(C/N=C(\S)Nc3ccc(Br)cn3)CC1C2,inactive,100000.0
CHEMBL91491,CCCC1(c2ccccc2)Oc2ccccc2-n2cccc2C1=O,inactive,500000.0
CHEMBL327832,C=CCC1(CC)Oc2ccccc2-n2cccc2C1=O,intermediate,5000.0
CHEMBL92308,O=C1c2cccn2-c2ccccc2OC1(CC1CC1)c1ccccc1,inactive,500000.0
CHEMBL193952,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,active,22.0
CHEMBL314882,O=C1c2cccn2-c2cc3ccccc3cc2OC1c1ccccc1,inactive,300000.0
CHEMBL141323,CCC(=O)CCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,active,1000.0
CHEMBL107200,COC(=O)CCCC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,active,300.0
CHEMBL107200,COC(=O)CCCC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,active,1000.0
CHEMBL193952,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,active,43.0
CHEMBL357658,CCNC(=O)OCCCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,intermediate,3200.0
CHEMBL357658,CCNC(=O)OCCCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,intermediate,1200.0
CHEMBL39999,S=C(NCCc1ccccn1)Nc1ccc(Br)cn1,active,800.0
CHEMBL88838,CCC1(c2ccccc2)C(=O)c2cccn2-c2ccccc2S1(=O)=O,inactive,300000.0
CHEMBL327869,O=C1c2cccn2-c2ccccc2OC1c1ccccc1,inactive,300000.0
CHEMBL144509,CCC1(CCC/C=C(\c2cc(Cl)c(OC)c(C=O)c2)c2cc(Cl)c(OC)c(CO)c2)OCCO1,inactive,31600.0
CHEMBL93822,S=C(NCCC1=CCCCC1)Nc1ccc(Br)cn1,active,400.0
CHEMBL93237,S=C(NCC12CC3CC(CC(C3)C1)C2)Nc1ccc(Br)cn1,inactive,100000.0
CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,inactive,23000.0
CHEMBL1160470,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)CCCP(=O)(O)O)O2)c(=O)[nH]c1=O,inactive,39000.0
CHEMBL330479,CC(C)=CCC1(c2ccccc2)Oc2ccccc2-n2cccc2C1=O,inactive,500000.0
CHEMBL359242,COC(=O)CCCCC(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,inactive,100000.0
CHEMBL328235,C=CCC1(c2ccccc2)Oc2ccccc2-n2cccc2C1=O,inactive,25000.0
CHEMBL144701,COC(=O)CCCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,active,470.0
CHEMBL144701,COC(=O)CCCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,intermediate,3350.0
CHEMBL1160974,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)O2)c(=O)[nH]c1=O,intermediate,6950.0
CHEMBL316357,CCC1(c2ccccc2)Sc2cccc(Cl)c2-n2cccc2C1=O,inactive,600000.0
CHEMBL91318,CC1(c2ccccc2)Oc2ccccc2-n2cccc2C1=O,inactive,10000.0
CHEMBL144121,COC(=O)c1cc(C(=CCCCCCl)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC,inactive,70000.0
CHEMBL142532,COC(=O)CCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,intermediate,7200.0
CHEMBL142532,COC(=O)CCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,inactive,100000.0
CHEMBL145842,CCC1(CCCC=C(c2cc(Cl)c(OC)c(CO)c2)c2cc(Cl)c(OC)c(CO)c2)OCCO1,intermediate,3200.0
CHEMBL145842,CCC1(CCCC=C(c2cc(Cl)c(OC)c(CO)c2)c2cc(Cl)c(OC)c(CO)c2)OCCO1,inactive,31600.0
CHEMBL131432,CCCCCC=C(c1cc(F)c(OC)c(C(=O)OC)c1)c1cc(F)c(OC)c(C(=O)OC)c1,inactive,10000.0
CHEMBL1160479,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)CP(=O)(O)CP(=O)(O)O)O2)c(=O)[nH]c1=O,inactive,48000.0
CHEMBL92810,FC(F)(F)c1ccc(/N=C(\S)NCCC2=CCCCC2)nc1,intermediate,4000.0
CHEMBL330537,S=C(NCCC1=CCCCC1)Nc1ccc(Cl)cn1,active,500.0
CHEMBL35033,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,active,800.0
CHEMBL316094,CC1(c2ccccc2)Sc2ccccc2-n2cccc2C1=O,intermediate,5000.0
CHEMBL313804,CCC1(c2ccccc2)Sc2ccccc2-n2cccc2C1=O,inactive,15000.0
CHEMBL320969,Cc1cn([C@H]2C=C[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+].[Na+].[Na+],active,80.0
CHEMBL32718,O=C1c2cccn2-c2ccccc2SC1c1ccccc1,inactive,100000.0
CHEMBL268871,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,150.0
CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,active,500.0
CHEMBL606999,Cc1cn([C@H]2C=C[C@]3(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C[C@H]23)c(=O)[nH]c1=O.[Na+].[Na+].[Na+].[Na+],active,650.0
CHEMBL330735,CCC1Oc2ccccc2-n2cccc2C1=O,inactive,100000.0
CHEMBL1160976,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)OP(=O)(O)C(F)(F)P(=O)(O)O)O2)c(=O)[nH]c1=O,active,620.0
CHEMBL357187,COC(=O)c1cc(C(=CCCCCN=[N+]=[N-])c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC,intermediate,1300.0
CHEMBL357187,COC(=O)c1cc(C(=CCCCCN=[N+]=[N-])c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC,active,800.0
CHEMBL608901,CCCCCCC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,active,35.0
CHEMBL89524,O=C(CCCCC(=O)Nc1ccc(Cl)cc1C(=O)O)Nc1ccc(Cl)cc1C(=O)O,intermediate,8700.0
CHEMBL89524,O=C(CCCCC(=O)Nc1ccc(Cl)cc1C(=O)O)Nc1ccc(Cl)cc1C(=O)O,intermediate,1800.0
CHEMBL89674,O=C(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1C(=O)O)Nc1ccc(C(F)(F)F)cc1C(=O)O,inactive,12000.0
CHEMBL89674,O=C(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1C(=O)O)Nc1ccc(C(F)(F)F)cc1C(=O)O,intermediate,8300.0
CHEMBL89744,Cc1ccc(NC(=O)CCCCC(=O)Nc2ccc(C)cc2C(=O)O)c(C(=O)O)c1,inactive,14000.0
CHEMBL89744,Cc1ccc(NC(=O)CCCCC(=O)Nc2ccc(C)cc2C(=O)O)c(C(=O)O)c1,intermediate,9200.0
CHEMBL610657,CC(C)C(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,intermediate,8000.0
CHEMBL3142813,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](O)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(CC(=O)O)c1=O,inactive,138000.0
CHEMBL3142813,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](O)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(CC(=O)O)c1=O,inactive,158000.0
CHEMBL608900,CN1N=C(NC(=O)c2ccccc2)c2cn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,inactive,100000.0
CHEMBL608301,CCCCC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,active,800.0
CHEMBL611245,CCCCCC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,active,350.0
CHEMBL610370,CN1N=C(NC(=O)C(C)(C)C)c2cn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,inactive,100000.0
CHEMBL462018,CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,active,40.0
CHEMBL315965,O=C(CCCC(=O)Nc1ccc(Cl)cc1C(=O)O)Nc1ccc(Cl)cc1C(=O)O,intermediate,8700.0
CHEMBL315965,O=C(CCCC(=O)Nc1ccc(Cl)cc1C(=O)O)Nc1ccc(Cl)cc1C(=O)O,intermediate,9600.0
CHEMBL85069,O=C(Nc1ccc(Br)cc1C(=O)O)c1cccc(C(=O)Nc2ccc(Br)cc2C(=O)O)c1,inactive,19000.0
CHEMBL85069,O=C(Nc1ccc(Br)cc1C(=O)O)c1cccc(C(=O)Nc2ccc(Br)cc2C(=O)O)c1,inactive,14000.0
CHEMBL315961,O=C(Nc1ccc(Br)cc1C(=O)O)c1ccnc(C(=O)Nc2ccc(Br)cc2C(=O)O)c1,inactive,66000.0
CHEMBL315961,O=C(Nc1ccc(Br)cc1C(=O)O)c1ccnc(C(=O)Nc2ccc(Br)cc2C(=O)O)c1,inactive,17000.0
CHEMBL88459,O=C(CCCCCC(=O)Nc1ccc(Cl)cc1C(=O)O)Nc1ccc(Cl)cc1C(=O)O,intermediate,9000.0
CHEMBL88459,O=C(CCCCCC(=O)Nc1ccc(Cl)cc1C(=O)O)Nc1ccc(Cl)cc1C(=O)O,intermediate,2600.0
CHEMBL90333,CSc1ccc(NC(=O)CCCCC(=O)Nc2ccc(SC)cc2C(=O)O)c(C(=O)O)c1,inactive,19000.0
CHEMBL90333,CSc1ccc(NC(=O)CCCCC(=O)Nc2ccc(SC)cc2C(=O)O)c(C(=O)O)c1,intermediate,6900.0
CHEMBL611850,CCCCCCCC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,active,100.0
CHEMBL88610,CC(=O)Nc1ccc(NC(=O)CCCCC(=O)Nc2ccc(NC(C)=O)cc2C(=O)O)c(C(=O)O)c1,inactive,100000.0
CHEMBL88610,CC(=O)Nc1ccc(NC(=O)CCCCC(=O)Nc2ccc(NC(C)=O)cc2C(=O)O)c(C(=O)O)c1,inactive,100000.0
CHEMBL609191,CCC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,intermediate,8400.0
CHEMBL315784,O=C(CCCCC(=O)Nc1ccccc1C(=O)O)Nc1ccccc1C(=O)O,inactive,21000.0
CHEMBL315784,O=C(CCCCC(=O)Nc1ccccc1C(=O)O)Nc1ccccc1C(=O)O,intermediate,9000.0
CHEMBL105018,Cc1cn(C2OC(CO[Si](C)(C)C(C)(C)C)CC2O[Si](C)(C)C(C)(C)C)c(=O)n(CC(=O)O)c1=O,inactive,33800.0
CHEMBL105018,Cc1cn(C2OC(CO[Si](C)(C)C(C)(C)C)CC2O[Si](C)(C)C(C)(C)C)c(=O)n(CC(=O)O)c1=O,inactive,47400.0
CHEMBL331237,CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,active,40.0
CHEMBL611242,CCCC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,active,500.0
CHEMBL88121,O=C(CCCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1C(=O)O,intermediate,3100.0
CHEMBL88121,O=C(CCCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1C(=O)O,intermediate,1700.0
CHEMBL315855,O=C(CCCCC(=O)Nc1ccc(F)cc1C(=O)O)Nc1ccc(F)cc1C(=O)O,inactive,120000.0
CHEMBL315855,O=C(CCCCC(=O)Nc1ccc(F)cc1C(=O)O)Nc1ccc(F)cc1C(=O)O,inactive,120000.0
CHEMBL89319,O=C(Nc1ccc(Br)cc1C(=O)O)c1ccc(C(=O)Nc2ccc(Br)cc2C(=O)O)nc1,inactive,35000.0
CHEMBL89319,O=C(Nc1ccc(Br)cc1C(=O)O)c1ccc(C(=O)Nc2ccc(Br)cc2C(=O)O)nc1,intermediate,5500.0
CHEMBL607724,CCCCCCCCC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,active,800.0
CHEMBL607723,CCCCCCCCCC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,active,250.0
CHEMBL89841,N#Cc1ccc(NC(=O)CCCCC(=O)Nc2ccc(C#N)cc2C(=O)O)c(C(=O)O)c1,inactive,100000.0
CHEMBL89841,N#Cc1ccc(NC(=O)CCCCC(=O)Nc2ccc(C#N)cc2C(=O)O)c(C(=O)O)c1,inactive,100000.0
CHEMBL611243,CCCCCCCCCCCC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,active,1000.0
CHEMBL88463,COc1ccc(NC(=O)CCCCC(=O)Nc2ccc(OC)cc2C(=O)O)c(C(=O)O)c1,inactive,10600.0
CHEMBL88463,COc1ccc(NC(=O)CCCCC(=O)Nc2ccc(OC)cc2C(=O)O)c(C(=O)O)c1,intermediate,4300.0
CHEMBL89669,O=C(CCCCC(=O)Nc1ccc(O)cc1C(=O)O)Nc1ccc(O)cc1C(=O)O,inactive,120000.0
CHEMBL89669,O=C(CCCCC(=O)Nc1ccc(O)cc1C(=O)O)Nc1ccc(O)cc1C(=O)O,intermediate,6700.0
CHEMBL88151,O=C(CCCCCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1C(=O)O,inactive,18000.0
CHEMBL88151,O=C(CCCCCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1C(=O)O,intermediate,7400.0
CHEMBL610949,CC(=O)NC1=NN(C)c2ncnc3c2c1cn3C1O[C@H](CO)[C@@H](O)[C@H]1O,intermediate,6800.0
CHEMBL314121,O=C(CCCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1,inactive,15000.0
CHEMBL314121,O=C(CCCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1,inactive,32000.0
CHEMBL3142817,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]2O)c(=O)n(CC(=O)O)c1=O,inactive,207000.0
CHEMBL3142817,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]2O)c(=O)n(CC(=O)O)c1=O,inactive,335000.0
CHEMBL88458,O=C(Cc1cccc(C(=O)Nc2ccc(Br)cc2C(=O)O)c1)Nc1ccc(Br)cc1C(=O)O,inactive,15000.0
CHEMBL88458,O=C(Cc1cccc(C(=O)Nc2ccc(Br)cc2C(=O)O)c1)Nc1ccc(Br)cc1C(=O)O,inactive,21000.0
CHEMBL2115411,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O,intermediate,3600.0
CHEMBL2115411,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O,inactive,500000.0
CHEMBL314625,O=C(CCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1C(=O)O,intermediate,7300.0
CHEMBL314625,O=C(CCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1C(=O)O,inactive,10000.0
CHEMBL313518,O=C(CCCCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1C(=O)O,intermediate,4700.0
CHEMBL313518,O=C(CCCCCC(=O)Nc1ccc(Br)cc1C(=O)O)Nc1ccc(Br)cc1C(=O)O,intermediate,3800.0
CHEMBL88591,O=C(CCCCC(=O)Nc1ccc(I)cc1C(=O)O)Nc1ccc(I)cc1C(=O)O,intermediate,8500.0
CHEMBL88591,O=C(CCCCC(=O)Nc1ccc(I)cc1C(=O)O)Nc1ccc(I)cc1C(=O)O,intermediate,4100.0
CHEMBL289304,COc1ccc2cc(C(=O)N3CCN(c4ncccc4NC(C)C)CC3)[nH]c2c1,intermediate,1300.0
CHEMBL82764,O=C1Nc2ccc(Cl)cc2C(C#Cc2ccccc2[N+](=O)[O-])(C2CC2)N1,active,12.8
CHEMBL81227,N#Cc1ccccc1C#CC1(C2CC2)NC(=O)Nc2ccc(Cl)cc21,active,10.8
CHEMBL268871,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,19.0
CHEMBL286325,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(F)cc3[nH]2)CC1,intermediate,4400.0
CHEMBL79526,O=C1Nc2ccc(Cl)cc2C(C#Cc2nccs2)(C2CC2)N1,active,10.9
CHEMBL108647,Cc1ccc(C(=O)CSc2nc(O)c(C(C)C)c(Cc3cccc4ccccc34)n2)c(C)c1,active,240.0
CHEMBL108647,Cc1ccc(C(=O)CSc2nc(O)c(C(C)C)c(Cc3cccc4ccccc34)n2)c(C)c1,intermediate,2670.0
CHEMBL110625,Cc1c(O)nc(SCC(=O)c2ccc(F)cc2)nc1Cc1cccc2ccccc12,active,180.0
CHEMBL110625,Cc1c(O)nc(SCC(=O)c2ccc(F)cc2)nc1Cc1cccc2ccccc12,inactive,275000.0
CHEMBL421841,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)ccnc21,active,4.2
CHEMBL593,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,intermediate,1100.0
CHEMBL34542,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(N(C)S(C)(=O)=O)ccc3[nH]2)CC1,intermediate,5600.0
CHEMBL79403,CC(C)=CCN1Cc2cccc3nc(S)n(c23)C[C@H]1C,active,70.0
CHEMBL324237,CC(C)c1c(O)nc(SCC(=O)c2ccc(F)cc2)nc1Cc1cccc2ccccc12,active,78.0
CHEMBL324237,CC(C)c1c(O)nc(SCC(=O)c2ccc(F)cc2)nc1Cc1cccc2ccccc12,inactive,188000.0
CHEMBL108605,CCOC(=O)CSc1nc(O)c(C)c(Cc2cccc3ccccc23)n1,intermediate,7000.0
CHEMBL108605,CCOC(=O)CSc1nc(O)c(C)c(Cc2cccc3ccccc23)n1,inactive,317000.0
CHEMBL82481,O=C1Nc2ccc(Cl)cc2C(C#Cc2cnccn2)(C2CC2)N1,active,270.0
CHEMBL37888,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(OS(C)(=O)=O)ccc3[nH]2)CC1,intermediate,5500.0
CHEMBL78882,O=C1Nc2ccc(Cl)cc2C(C#Cc2ccco2)(C2CC2)N1,active,9.2
CHEMBL108581,CCc1c(O)nc(SCC(=O)c2ccc(Cl)cc2)nc1Cc1cccc2ccccc12,active,260.0
CHEMBL108581,CCc1c(O)nc(SCC(=O)c2ccc(Cl)cc2)nc1Cc1cccc2ccccc12,inactive,56000.0
CHEMBL108396,COc1ccc(C(=O)CSc2nc(Cc3cccc4ccccc34)c(C(C)C)c(=O)[nH]2)cc1,active,30.0
CHEMBL108396,COc1ccc(C(=O)CSc2nc(Cc3cccc4ccccc34)c(C(C)C)c(=O)[nH]2)cc1,intermediate,5820.0
CHEMBL164261,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(Cl)nc21,active,7.0
CHEMBL36776,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(OS(C)(=O)=O)cc3[nH]2)CC1,intermediate,2200.0
CHEMBL38129,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(C=O)cc3[nH]2)CC1,intermediate,1400.0
CHEMBL309696,O=C1Nc2ccc(Cl)cc2C(C#Cc2cncnc2)(C2CC2)N1,intermediate,1500.0
CHEMBL309462,O=C1Nc2ccc(Cl)cc2C(C#Cc2cccnc2)(C2CC2)N1,active,64.5
CHEMBL162383,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(F)nc21,active,6.9
CHEMBL36835,CC(=O)Nc1ccc2[nH]c(C(=O)N3CCN(c4ncccc4NC(C)C)CC3)cc2c1,intermediate,1800.0
CHEMBL350538,Cc1cc(SCc2cnc3c(c2)C(=O)Nc2c(C)cc(Cl)nc2N3C2CC2)cc(C)n1,active,12.0
CHEMBL34010,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NC(=O)C(F)(F)F)ccc3[nH]2)CC1,inactive,27000.0
CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,active,250.0
CHEMBL37056,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(NS(C)(=O)=O)cc3[nH]2)CC1,active,500.0
CHEMBL80064,O=C1Nc2ccc(Cl)cc2C(C#Cc2ccccc2)(C2CC2)N1,active,17.7
CHEMBL107180,CCc1c(O)nc(SCC(=O)c2ccc(F)cc2)nc1Cc1cccc2ccccc12,active,78.0
CHEMBL107180,CCc1c(O)nc(SCC(=O)c2ccc(F)cc2)nc1Cc1cccc2ccccc12,inactive,24200.0
CHEMBL1460,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,intermediate,5370.0
CHEMBL1460,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,intermediate,7150.0
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,active,4.0
CHEMBL106661,Cc1c(O)nc(SCC(=O)c2ccc(Cl)cc2)nc1Cc1cccc2ccccc12,active,550.0
CHEMBL106661,Cc1c(O)nc(SCC(=O)c2ccc(Cl)cc2)nc1Cc1cccc2ccccc12,inactive,198000.0
CHEMBL31871,Cc1c(Sc2ccccc2)n(COCCO)c(=O)[nH]c1=O,intermediate,5060.0
CHEMBL31871,Cc1c(Sc2ccccc2)n(COCCO)c(=O)[nH]c1=O,inactive,405000.0
CHEMBL431868,CC(C)c1c(O)nc(SCC(=O)c2ccccc2)nc1Cc1cccc2ccccc12,active,46.0
CHEMBL431868,CC(C)c1c(O)nc(SCC(=O)c2ccccc2)nc1Cc1cccc2ccccc12,inactive,19600.0
CHEMBL107606,COc1ccc(C(=O)CSc2nc(O)c(C)c(Cc3cccc4ccccc34)n2)cc1,active,370.0
CHEMBL107606,COc1ccc(C(=O)CSc2nc(O)c(C)c(Cc3cccc4ccccc34)n2)cc1,inactive,290000.0
CHEMBL38068,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(O)ccc3[nH]2)CC1,intermediate,1300.0
CHEMBL36656,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(O)ccc3[nH]2)CC1,intermediate,2000.0
CHEMBL38088,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(C#N)cc3[nH]2)CC1,intermediate,3900.0
CHEMBL82662,O=C1Nc2ccc(Cl)cc2C(C#Cc2cc([N+](=O)[O-])ccn2)(C2CC2)N1,inactive,10000.0
CHEMBL162118,CCN1c2ncc(CSc3ccncc3)cc2C(=O)Nc2c(C)cc(Cl)nc21,active,2.2
CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,active,73.0
CHEMBL37994,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(OCc4ccccc4)cc3[nH]2)CC1,inactive,37000.0
CHEMBL37080,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(O)cc3[nH]2)CC1,intermediate,1200.0
CHEMBL106204,CC(=O)CSc1nc(O)c(C)c(Cc2cccc3ccccc23)n1,intermediate,1120.0
CHEMBL106204,CC(=O)CSc1nc(O)c(C)c(Cc2cccc3ccccc23)n1,inactive,58200.0
CHEMBL79696,O=C1Nc2ccc(Cl)cc2C(C#Cc2ccncc2)(C2CC2)N1,active,450.0
