,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,CHEMBL296346,S=C(NCN1CCOCC1)Nc1ccc(Br)cn1,inactive,331.239,1.4201999999999995,2.0,4.0,5.0
1,CHEMBL318730,CCc1cc(NCc2ccc3ccccc3c2)c(O)nc1C,active,292.38200000000006,4.423320000000004,2.0,3.0,6.339998279897117
2,CHEMBL303928,O=c1[nH]c2c(c(=O)[nH]1)CNc1ccccc1S2,inactive,247.27900000000002,1.1398999999999997,3.0,4.0,4.0
3,CHEMBL68175,C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C)C1,inactive,257.337,2.2823,1.0,3.0,4.493494967595128
4,CHEMBL69775,C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C(C)C)C1,inactive,285.391,2.918400000000001,1.0,3.0,4.899629454882437
5,CHEMBL431274,CCc1cc(NCc2nc3ccccc3s2)c(O)nc1C,active,299.39900000000006,3.8798200000000023,2.0,5.0,6.459996055149973
6,CHEMBL68933,CC1C(C)n2c(S)nc3cccc(c32)CN1CC1CC1,inactive,287.4320000000001,3.5001000000000024,1.0,4.0,4.872895201635193
7,CHEMBL69566,CC1Cn2c(S)nc3cc(Cl)cc(c32)CN1CC1CC1,active,307.85000000000014,3.592500000000002,1.0,4.0,7.468521082957745
9,CHEMBL121835,CCc1cc(NCc2cc3ccccc3s2)c(O)nc1C,active,298.41100000000006,4.484820000000004,2.0,4.0,6.299997602857746
10,CHEMBL125510,CCc1cc(NCc2cnc3ccccc3c2)c(O)nc1C,active,293.37000000000006,3.8183200000000026,2.0,4.0,6.470005326930858
12,CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,active,315.67799999999994,4.073100000000001,1.0,2.0,9.1249387366083
14,CHEMBL69275,CC(=O)OCCOCn1c2c(c(=O)n(C)c1=O)CNc1ccccc1S2,inactive,377.422,1.1608999999999998,1.0,9.0,4.0
15,CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,inactive,266.30400000000003,2.6512200000000004,1.0,4.0,4.638272163982407
17,CHEMBL420367,CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1,active,307.85000000000014,4.134090000000003,1.0,3.0,7.337242168318426
18,CHEMBL69934,O=c1[nH]c(=O)n(COCCO)c2c1CNc1ccccc1S2,inactive,321.358,0.5797,3.0,7.0,4.0
19,CHEMBL340255,CCc1cc(NCc2c[nH]c3ccccc23)c(O)nc1C,inactive,281.35900000000004,3.7514200000000013,3.0,3.0,4.65000002688118
20,CHEMBL85975,CCc1cc(NCc2cccnc2)c(O)nc1C,inactive,243.31,2.665120000000001,2.0,4.0,3.5200000029339815
21,CHEMBL593,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,active,456.5720000000002,2.7171000000000003,3.0,6.0,7.6777807052660805
22,CHEMBL66434,CC1Cn2c(S)nc3cccc(c32)CN1CC1CC1,active,273.4050000000001,2.9391000000000016,1.0,4.0,7.221848749616356
23,CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,active,266.30400000000003,2.6512200000000004,1.0,4.0,6.638272163982407
25,CHEMBL67675,CC(C)=CCN1Cc2cc(Cl)cc3nc(O)n(c23)CC1C,active,305.8090000000001,3.5656000000000025,1.0,4.0,6.7447274948966935
26,CHEMBL303273,O=c1[nH]c(=O)n(COCCO)c2c1C(c1ccccc1)Nc1ccccc1S2,inactive,397.4560000000001,2.1690999999999994,3.0,7.0,4.0
27,CHEMBL66016,O=c1[nH]c(=O)n(COCCO)c2c1C(c1ccc([N+](=O)[O-])cc1)Nc1ccccc1S2,inactive,442.4530000000001,2.0772999999999993,3.0,9.0,4.0
28,CHEMBL308644,CC(C)=CCN1[C@@H](C)c2cc(Cl)cc3nc(S)n(c23)C[C@H]1C,active,335.9040000000001,4.709700000000003,1.0,4.0,6.318758762624412
29,CHEMBL123968,CCc1cc(NCc2cc3ccncc3o2)c(O)nc1C,inactive,283.331,3.4113200000000017,2.0,5.0,3.9800000199290153
30,CHEMBL35033,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,active,302.374,2.2447999999999997,1.0,4.0,6.096910013008056
31,CHEMBL125702,CCc1cc(NCc2ccoc2)c(O)nc1C,inactive,232.283,2.863120000000001,2.0,4.0,3.839999991210369
32,CHEMBL40625,Fc1cccc(CC/N=C(\S)Nc2ccc(Br)cn2)c1,active,354.24800000000005,3.9236000000000013,2.0,2.0,6.154901959985743
33,CHEMBL66155,CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1C,active,321.8770000000001,4.695090000000004,1.0,3.0,7.920818753952375
34,CHEMBL415320,CCc1cc(NCc2nc3ccccc3o2)c(O)nc1C,active,283.3310000000001,3.4113200000000017,2.0,5.0,6.679999195735272
35,CHEMBL410036,CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2,inactive,363.39500000000004,1.1504999999999999,2.0,8.0,4.939302159646388
36,CHEMBL307994,CC(C)=CCN1CCn2c(=O)[nH]c3cc(Cl)cc(c32)C1C,active,305.8090000000001,3.325800000000002,1.0,3.0,6.795880017344075
37,CHEMBL303015,CC(C)=CCN1[C@H](C)Cn2c(=S)[nH]c3cccc(c32)[C@H]1C,active,301.4590000000001,4.430190000000003,1.0,3.0,7.376750709602099
39,CHEMBL296092,CC(C)=CCN1Cc2cc(Cl)cc3nc(S)n(c23)CC1C,active,321.8770000000001,4.148700000000003,1.0,4.0,7.366531544420414
40,CHEMBL46961,CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)C[C@@H]1C,active,287.4320000000001,3.8691900000000023,1.0,3.0,7.013228265733755
43,CHEMBL69657,CCOCCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2,active,349.41200000000003,1.6239,2.0,7.0,6.1938200260161125
44,CHEMBL123735,CCc1cc(NCc2cc3cnccc3o2)c(O)nc1C,inactive,283.331,3.4113200000000017,2.0,5.0,4.489999942195333
45,CHEMBL304331,CC(C)=CCN1Cc2cccc3nc(O)n(c23)C(C)C1C,inactive,285.391,3.473200000000002,1.0,4.0,4.246416941107094
46,CHEMBL304826,CC(C)=CCN1[C@@H](C)c2cc(Cl)cc3nc(O)n(c23)C[C@H]1C,active,319.8360000000001,4.126600000000003,1.0,4.0,6.638272163982407
48,CHEMBL305070,CC(C)=CCN1CC(C)n2c(S)nc3cccc(c32)C1C,inactive,301.4590000000001,4.228800000000003,1.0,4.0,4.58838029403677
49,CHEMBL40631,S=C(NCCc1ccccc1Cl)Nc1ccc(Br)cn1,active,370.70300000000003,4.026600000000002,2.0,2.0,6.154901959985743
50,CHEMBL338129,CCc1cc(NCc2ccco2)c(O)nc1C,inactive,232.283,2.863120000000001,2.0,4.0,4.539999925177879
51,CHEMBL240416,COc1ccc(OC)c(CCNC(=S)Nc2ccc(Br)cn2)c1,active,396.31,3.3904000000000014,2.0,4.0,7.0
52,CHEMBL295585,Fc1ccccc1CC/N=C(\S)Nc1ccc(Br)cn1,active,354.248,3.9236000000000013,2.0,2.0,6.221848749616356
54,CHEMBL302788,CCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2,inactive,305.35900000000004,1.6072999999999995,2.0,6.0,4.29929628285498
55,CHEMBL69517,CC(C)=CCN1CCn2c(=O)[nH]c3cccc(c32)C1C,inactive,271.36400000000003,2.6724000000000014,1.0,3.0,4.91721462968355
57,CHEMBL66377,CCCN1Cc2cccc3[nH]c(=O)n(c23)CC1C,inactive,245.32599999999996,1.9437,1.0,3.0,4.224025668870631
59,CHEMBL316785,CCc1cc(NCc2cc3ccccc3o2)c(O)nc1C,active,282.343,4.016320000000003,2.0,4.0,6.480001470881152
61,CHEMBL58711,CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C,active,321.8770000000001,4.522590000000004,1.0,3.0,8.301029995663981
62,CHEMBL68530,CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)C(=O)Nc1ccccc1S2,inactive,377.37800000000004,0.7907000000000001,2.0,8.0,4.0
64,CHEMBL308222,C=C(C)CN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C(C)C1,active,307.8500000000001,4.304990000000004,1.0,3.0,6.173925197299173
65,CHEMBL65881,CC(C)=CCN1CCn2c(=S)[nH]c3cccc(c32)C1C,active,287.4320000000001,4.041690000000003,1.0,3.0,7.107905397309519
66,CHEMBL67095,CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)CN(C)c1ccccc1S2,inactive,377.4220000000001,1.1748000000000003,1.0,8.0,4.8326826652518236
68,CHEMBL339138,CCc1cc(NCc2ccccn2)c(O)nc1C,inactive,243.31,2.665120000000001,2.0,4.0,4.820000071285178
69,CHEMBL420740,CC(C)=CCN1CCn2c(=O)[nH]c3ccc(Cl)c(c32)C1C,active,305.8090000000001,3.325800000000002,1.0,3.0,6.838631997765025
70,CHEMBL66350,C=C(C)CN1Cc2cccc3nc(S)n(c23)CC1C,active,273.405,3.1052000000000017,1.0,4.0,7.585026652029182
71,CHEMBL39999,S=C(NCCc1ccccn1)Nc1ccc(Br)cn1,active,337.24600000000004,2.7682,2.0,3.0,6.096910013008056
72,CHEMBL69674,CC(C)=CCN1CCn2c(=S)[nH]c3cc(Cl)cc(c32)C1,active,307.85000000000014,4.134090000000003,1.0,3.0,6.795880017344075
74,CHEMBL304317,C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(CCC)C1,inactive,285.391,3.0625000000000018,1.0,3.0,4.317854923626168
75,CHEMBL65801,C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)CC1C,inactive,257.33699999999993,2.1098,1.0,3.0,4.459670525209126
76,CHEMBL304294,CC(C)=CCN1CCn2c(=S)[nH]c3cc(Cl)cc(c32)C1C,active,321.8770000000001,4.695090000000004,1.0,3.0,7.638272163982407
77,CHEMBL123639,CCc1cc(NCc2ccc3ccccc3n2)c(O)nc1C,active,293.37000000000006,3.8183200000000017,2.0,4.0,6.279997898282849
78,CHEMBL66758,CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)C(c1ccccc1)Nc1ccccc1S2,inactive,439.49300000000005,2.7398999999999996,2.0,8.0,4.0
79,CHEMBL314567,CN1N=C(N)c2cn(C3C[C@@H](O)[C@@H](CO)O3)c3ncnc1c23,inactive,304.31000000000006,-0.8578999999999997,3.0,9.0,4.0
80,CHEMBL462018,CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,active,400.28800000000007,-1.7700999999999993,5.0,11.0,7.3979400086720375
81,CHEMBL2367598,CN1N=C(N)c2cn([C@H]3C=C[C@@H](CO)O3)c3ncnc1c23,inactive,286.2950000000001,-0.052699999999999914,2.0,8.0,4.0
82,CHEMBL2112098,CN1N=C(N)c2cn([C@H]3CC[C@@H](CO)O3)c3ncnc1c23,inactive,288.31100000000004,0.17129999999999984,2.0,8.0,4.6777807052660805
83,CHEMBL1790617,CN1N=C(N)c2cn([C@@H]3O[C@H](CO)C[C@H]3O)c3ncnc1c23,inactive,304.31000000000006,-0.8578999999999997,3.0,9.0,4.0
84,CHEMBL331237,CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,active,320.3090000000001,-1.8870999999999987,4.0,10.0,7.3979400086720375
85,CHEMBL315509,CN1N=C(N)c2cn(C3O[C@H](CO)[C@H]4O[C@H]34)c3ncnc1c23,inactive,302.29400000000004,-0.8414999999999997,2.0,9.0,4.0
86,CHEMBL609194,C[C@H]1OC(n2cc3c4c(ncnc42)N(C)N=C3N)[C@H](O)[C@@H]1O,inactive,304.31,-0.8595000000000004,3.0,9.0,4.0
87,CHEMBL104349,Oc1ncccc1C(C#CC1CC1)(OCc1ccccn1)C(F)(F)F,active,348.32399999999996,3.570000000000002,1.0,4.0,7.585026652029182
88,CHEMBL177191,CCc1cnc(O)c(CCc2nc3ccccc3o2)c1,active,268.316,3.2760000000000016,1.0,4.0,6.752026733638194
90,CHEMBL86109,CCc1cc(NCc2cc(CC)c(C)nc2OC)c(O)nc1C,active,315.41700000000003,3.5445400000000022,2.0,5.0,7.721246399047171
91,CHEMBL290204,Cc1nnc2n1-c1cccnc1N(C1CC1)c1ncccc1-2,inactive,290.33,2.6466200000000004,0.0,6.0,4.939302159646388
92,CHEMBL320379,Oc1ncccc1C(/C=C/C1CC1)(OCc1ccccc1)C(F)(F)F,active,349.352,4.727800000000003,1.0,3.0,7.77780395369828
93,CHEMBL413751,CCc1cc(C(C#CC2CC2)(OCc2c(F)cccc2F)C(F)(F)F)c(O)nc1C,active,425.397,5.3240200000000035,1.0,3.0,6.212539525481585
97,CHEMBL174419,CCc1cc(CCc2nc3c(Cl)cccc3o2)c(S)nc1C,active,332.85600000000005,4.820920000000004,1.0,4.0,7.522878745280337
100,CHEMBL84621,CCc1cc(NCc2cc(C)c(C)nc2OC)c(O)nc1C,active,301.39,3.290560000000002,2.0,5.0,8.045757490560675
101,CHEMBL42906,CCN1c2ncccc2-c2ncc(C)n2-c2ccc(OC)nc21,active,307.357,3.117720000000002,0.0,6.0,6.721246399047171
104,CHEMBL268871,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,352.2210000000001,4.718120000000003,2.0,5.0,7.698970004336019
105,CHEMBL46961,CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)C[C@@H]1C,active,287.4320000000001,3.8691900000000023,1.0,3.0,7.154901959985743
106,CHEMBL106694,Oc1ncccc1C(C#CC1CC1)(Oc1cccc(Oc2ccccc2)c1)C(F)(F)F,active,425.406,5.829500000000004,1.0,4.0,7.6136794261059535
107,CHEMBL177898,CCc1cc(CCc2nc3ccc(F)cc3o2)c(O)nc1C,active,300.333,3.7235200000000024,1.0,4.0,6.354577730650908
108,CHEMBL172583,CCc1cc(CCc2nc3cccc(F)c3o2)c(S)nc1C,active,316.401,4.306620000000003,1.0,4.0,7.366531544420414
109,CHEMBL174953,Cc1nc(O)c(CCc2nc3ccccc3o2)cc1C#N,active,279.299,2.893700000000001,1.0,5.0,6.508638306165727
111,CHEMBL107693,CCCCOC(C#CC1CC1)(c1cc(CC)c(C)nc1O)C(F)(F)F,active,355.3999999999999,4.645720000000005,1.0,3.0,6.889410289700751
112,CHEMBL84933,CCc1cc(NCc2cc3ccccc3nc2OC)c(O)nc1C,active,323.3960000000001,3.826920000000002,2.0,5.0,7.468521082957745
114,CHEMBL426396,Cc1cc(CCc2nc3ccccc3o2)c(O)nc1C,active,268.31600000000003,3.330440000000002,1.0,4.0,6.769551078621726
115,CHEMBL83301,CCc1cc(NCc2ccccc2C(F)(F)F)c(O)nc1C,inactive,310.319,4.288920000000003,2.0,3.0,4.903089986991944
116,CHEMBL83622,CCc1cc(CCc2nc3ccccc3o2)c(O)nc1C,active,282.3430000000001,3.5844200000000024,1.0,4.0,7.698970004336019
117,CHEMBL325343,CCc1cc(C(C#CC2CC2)(OCc2c(Cl)cccc2Cl)C(F)(F)F)c(O)nc1C,active,458.3070000000001,6.352620000000005,1.0,3.0,7.386158178123931
118,CHEMBL172311,CCc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(S)nc1C,active,367.3010000000001,5.474320000000003,1.0,4.0,7.522878745280337
119,CHEMBL176957,CCCc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,365.2600000000001,5.2813200000000045,1.0,4.0,7.468521082957745
120,CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,active,266.30400000000003,2.6512200000000004,1.0,4.0,7.136677139879544
121,CHEMBL321174,CCOC(C#CC1CC1)(c1cc(CC)c(C)nc1O)C(F)(F)F,active,327.34599999999995,3.865520000000004,1.0,3.0,6.73754891026957
122,CHEMBL173635,CCc1cc(CCc2ncc(-c3ccccc3)o2)c(O)nc1C,active,308.3810000000001,4.098220000000003,1.0,4.0,6.414539270491499
123,CHEMBL177271,CCc1cc(CCc2nc3c(F)ccc(F)c3o2)c(O)nc1C,active,318.32300000000004,3.8626200000000024,1.0,4.0,7.853871964321762
124,CHEMBL83641,CCc1cc(CCc2cc(CC)c(C)nc2O)c(O)nc1C,active,300.402,3.414640000000003,2.0,4.0,6.3979400086720375
125,CHEMBL37628,CCN1c2ncccc2C(=O)Nc2c(C)ccnc21,inactive,254.29299999999998,2.5087200000000003,1.0,4.0,4.987162775294828
126,CHEMBL57772,Fc1cccc(F)c1Cn1c(-c2ccccc2)nc2ccccc21,inactive,320.3420000000001,5.029800000000004,0.0,2.0,4.795880017344075
127,CHEMBL98159,CCc1cc(CCc2cc3ccccc3o2)c(O)nc1C,active,281.355,4.189420000000003,1.0,3.0,6.886056647693163
129,CHEMBL314061,CCc1cc(NCc2ccccc2OC)c(O)nc1C,active,272.348,3.2787200000000016,2.0,4.0,6.576754126063192
131,CHEMBL295930,CCN1c2ncccc2-c2ncc(C)n2-c2c(C)cc(O)nc21,inactive,307.357,3.1231400000000025,1.0,6.0,4.913640169325252
132,CHEMBL353328,CCc1cc(CCc2ccccc2)c(O)nc1C,inactive,241.334,3.443220000000002,1.0,2.0,4.301029995663981
135,CHEMBL132691,Fc1cccc(F)c1-c1nc2ccccc2n1Cc1ccccc1,inactive,320.342,5.029800000000004,0.0,2.0,4.730487055782084
136,CHEMBL105400,CCc1cc(C(C#CC2CC2)(OCC2CC2)C(F)(F)F)c(O)nc1C,active,353.38399999999996,4.255620000000004,1.0,3.0,6.72584215073632
137,CHEMBL176972,CCc1cc(CCc2nc3c(Cl)cccc3o2)c(O)nc1C,active,316.78800000000007,4.237820000000003,1.0,4.0,7.2076083105017466
138,CHEMBL367052,CCc1cc(CCc2nc3cccc(F)c3o2)c(O)nc1C,active,300.333,3.7235200000000033,1.0,4.0,7.431798275933005
139,CHEMBL176637,CCc1cc(S(=O)(=O)Cc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,401.2710000000001,4.079920000000002,1.0,6.0,6.688246138944246
140,CHEMBL313695,CCc1cc(NCc2ccccc2[N+](=O)[O-])c(O)nc1C,active,287.319,3.178320000000002,2.0,5.0,6.275724130399211
142,CHEMBL313450,CCc1cc(NCc2nc3c(cc2OC)CCC3)c(O)nc1C,active,313.401,3.162420000000002,2.0,5.0,7.3979400086720375
143,CHEMBL313404,CCc1cc(NCc2nc3c(cc2OC)CCCC3)c(O)nc1C,active,327.42800000000005,3.552520000000003,2.0,5.0,7.327902142064283
145,CHEMBL293961,Cc1cccc2c1nc(-c1c(F)cccc1F)n2Cc1c(F)cccc1F,inactive,370.34900000000005,5.616420000000003,0.0,2.0,3.6989700043360187
146,CHEMBL105863,Oc1nc2ccccc2cc1C(C#CC1CC1)(OCc1ccccc1)C(F)(F)F,active,397.39599999999996,5.328200000000003,1.0,3.0,7.443576878628715
147,CHEMBL171920,CCc1cc(CCc2nc3cccc(Cl)c3o2)c(O)nc1C,active,316.78800000000007,4.237820000000003,1.0,4.0,7.4089353929735005
148,CHEMBL106783,Oc1ncccc1C(C#Cc1ccccc1)(OCc1ccccc1)C(F)(F)F,active,383.36899999999997,4.813300000000003,1.0,3.0,7.93218548883816
149,CHEMBL85533,CCc1cc(NCc2cccnc2OC)c(O)nc1C,active,273.336,2.673720000000001,2.0,5.0,6.167491087293763
150,CHEMBL106646,CCc1cc(C(C#CC2CC2)(OC)C(F)(F)F)c(O)nc1C,active,313.31899999999996,3.4754200000000024,1.0,3.0,6.113509274827518
151,CHEMBL95426,CCc1cc(CCc2nc3ccccc3s2)c(O)nc1C,active,298.41100000000006,4.052920000000003,1.0,4.0,6.431798275933005
152,CHEMBL87676,CCc1cc(NCc2ccc(C)cc2OC)c(O)nc1C,active,286.375,3.5871400000000024,2.0,4.0,7.494850021680094
153,CHEMBL295978,CCN1c2ncccc2-c2nccn2-c2ccc(OC)nc21,active,293.33000000000004,2.8093000000000012,0.0,6.0,6.221848749616356
154,CHEMBL177256,CCc1cc(CCc2nc3ccc(C)cc3o2)c(O)nc1C,active,296.37000000000006,3.892840000000003,1.0,4.0,6.764471553092451
155,CHEMBL172861,CCc1cc(CCc2nc3ccccc3o2)c(S)nc1C,active,298.41100000000006,4.167520000000003,1.0,4.0,7.619788758288394
157,CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,active,315.67799999999994,4.073100000000001,1.0,2.0,7.327902142064283
158,CHEMBL99235,CCc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,351.2330000000001,4.891220000000004,1.0,4.0,7.853871964321762
159,CHEMBL174130,CCc1cc(CCc2nc3cccc(Cl)c3o2)c(S)nc1C,active,332.85600000000005,4.820920000000004,1.0,4.0,7.5376020021010435
161,CHEMBL174364,Cc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,337.20600000000013,4.637240000000004,1.0,4.0,7.013228265733755
162,CHEMBL82798,CCc1ccc(OC)c(CNc2cc(CC)c(C)nc2O)c1,active,300.402,3.8411200000000028,2.0,4.0,7.494850021680094
163,CHEMBL83622,CCc1cc(CCc2nc3ccccc3o2)c(O)nc1C,active,282.3430000000001,3.5844200000000024,1.0,4.0,7.638272163982407
164,CHEMBL171919,CCc1cc(SCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,369.27300000000014,5.3983200000000044,1.0,5.0,7.958607314841775
166,CHEMBL83300,CCc1cc(NCc2ccccc2N)c(O)nc1C,inactive,257.337,2.8523200000000006,3.0,4.0,4.552841968657781
167,CHEMBL314003,CCc1cc(NCc2ccccc2COC)c(O)nc1C,inactive,286.375,3.416520000000002,2.0,4.0,4.449771646944906
169,CHEMBL297115,CCN1c2ncccc2-c2nc(C)cn2-c2cccnc21,inactive,277.331,3.1091200000000017,0.0,5.0,4.950781977329818
170,CHEMBL268871,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,352.2210000000001,4.718120000000003,2.0,5.0,7.721246399047171
171,CHEMBL36995,CCOCn1c(Sc2ccccc2)c(CC)c(=O)[nH]c1=O,active,306.38700000000006,2.2441999999999998,1.0,5.0,7.494850021680094
172,CHEMBL329720,CCc1cc(CCc2nc3c(C)ccc(C)c3o2)c(O)nc1C,active,310.39700000000005,4.201260000000004,1.0,4.0,7.552841968657781
173,CHEMBL85425,CCc1cc(NCc2ccccc2C#N)c(O)nc1C,active,267.332,3.1418000000000017,2.0,4.0,6.102372908709558
174,CHEMBL87765,CCc1cc(NCc2cc(C)ccc2OC)c(O)nc1C,active,286.375,3.5871400000000024,2.0,4.0,7.638272163982407
175,CHEMBL82904,CCc1ccc(CNc2cc(CC)c(C)nc2O)c(OC)c1,active,300.40200000000004,3.8411200000000028,2.0,4.0,6.292429823902063
176,CHEMBL85574,CCc1cc(NCc2nc(C)c(C)cc2OC)c(O)nc1C,active,301.39000000000004,3.290560000000002,2.0,5.0,7.154901959985743
179,CHEMBL174311,CCc1cc(OCc2nc3ccccc3o2)c(O)nc1C,active,284.31500000000005,3.3782200000000024,1.0,5.0,6.718966632752273
180,CHEMBL367515,CCc1cc(Cc2nc3ccccc3o2)c(O)nc1C,inactive,268.31600000000003,3.3900200000000025,1.0,4.0,4.346787486224656
181,CHEMBL173589,CCCc1cc(CCc2nc3ccccc3o2)c(O)nc1C,active,296.37,3.9745200000000036,1.0,4.0,7.080921907623926
182,CHEMBL83412,CCc1cc(NCc2cc(C)c(C)cc2OC)c(O)nc1C,active,300.402,3.8955600000000032,2.0,4.0,8.096910013008056
184,CHEMBL415320,CCc1cc(NCc2nc3ccccc3o2)c(O)nc1C,active,283.3310000000001,3.4113200000000017,2.0,5.0,6.6777807052660805
185,CHEMBL83888,CCc1cc(NCc2cc3c(nc2OC)CCCC3)c(O)nc1C,active,327.428,3.552520000000003,2.0,5.0,7.455931955649724
188,CHEMBL176594,Cc1nc(O)c(CCc2nc3ccccc3o2)cc1C(C)C,active,296.37,4.145420000000003,1.0,4.0,7.318758762624412
190,CHEMBL312896,CCc1cc(CNc2cc(CC)c(C)nc2O)c(O)nc1C,active,301.39,3.2415400000000023,3.0,5.0,7.040958607678906
192,CHEMBL173575,CCc1cc(CCc2nc3c(C)ccc(C)c3o2)c(S)nc1C,active,326.46500000000003,4.784360000000005,1.0,4.0,7.2839966563652006
193,CHEMBL173868,CCc1cc(CCC(=O)Nc2c(O)cc(Cl)cc2Cl)c(O)nc1C,inactive,369.2480000000001,4.241720000000002,3.0,4.0,3.5228787452803374
194,CHEMBL85142,CCOc1ccccc1CNc1cc(CC)c(C)nc1O,active,286.37499999999994,3.6688200000000024,2.0,4.0,6.455931955649724
196,CHEMBL53554,Fc1cccc(F)c1C1SCc2nc3ccccc3n21,active,288.322,4.108200000000003,0.0,3.0,6.301029995663981
197,CHEMBL176982,CCc1cc(CCCc2nc3ccccc3o2)c(O)nc1C,inactive,296.37000000000006,3.9745200000000036,1.0,4.0,4.795880017344075
198,CHEMBL85051,CCc1cc(NCc2ccncc2OC)c(O)nc1C,inactive,273.336,2.673720000000001,2.0,5.0,3.958607314841775
200,CHEMBL320282,Oc1ncccc1C(C#CC1CC1)(OCc1ccccc1)C(F)(F)F,active,347.33599999999996,4.1750000000000025,1.0,3.0,7.927382523454764
201,CHEMBL104658,CCCOC(C#CC1CC1)(c1cc(CC)c(C)nc1O)C(F)(F)F,active,341.37299999999993,4.255620000000005,1.0,3.0,6.978810700930062
203,CHEMBL176443,CCc1cc(CCc2nc3cccc(C)c3o2)c(O)nc1C,active,296.37000000000006,3.892840000000003,1.0,4.0,7.3979400086720375
207,CHEMBL82856,CCc1cc(CCc2cc(CC)c(C)nc2OC)c(O)nc1C,active,314.42900000000003,3.717640000000003,1.0,4.0,7.187086643357144
208,CHEMBL268871,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,352.2210000000001,4.718120000000003,2.0,5.0,7.721246399047171
209,CHEMBL58581,Fc1cccc(F)c1Cn1c(-c2c(F)cccc2F)nc2ccccc21,inactive,356.32200000000006,5.308000000000003,0.0,2.0,3.958607314841775
210,CHEMBL322004,Oc1ncccc1C(/C=C/c1ccccc1)(OCc1ccccc1)C(F)(F)F,active,385.385,5.475000000000003,1.0,3.0,7.357634419155026
211,CHEMBL106997,Oc1ncccc1C(C#CC1CC1)(OCc1cccnc1)C(F)(F)F,active,348.32399999999996,3.570000000000002,1.0,4.0,7.592439150513638
214,CHEMBL368116,CCc1cc(CCc2nc3c(F)cccc3o2)c(S)nc1C,active,316.401,4.306620000000002,1.0,4.0,7.886056647693163
217,CHEMBL315290,CCc1cc(NCc2nc(CC)c(C)cc2OC)c(O)nc1C,active,315.41700000000003,3.5445400000000022,2.0,5.0,7.154901959985743
219,CHEMBL177016,CCc1cc(CCc2nc3c(C)cccc3o2)c(O)nc1C,active,296.37000000000006,3.892840000000003,1.0,4.0,7.481486060122112
220,CHEMBL176631,CCc1cc(OCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,active,353.2050000000001,4.685020000000003,1.0,5.0,7.055517327849832
222,CHEMBL439655,CCc1cc(CCc2ccccn2)c(O)nc1C,inactive,242.322,2.8382200000000015,1.0,3.0,3.585026652029182
223,CHEMBL177074,CCc1cc(CCc2cc3cnccc3o2)c(O)nc1C,inactive,282.343,3.5844200000000024,1.0,4.0,4.8696662315049934
224,CHEMBL176362,CCc1cc(CCc2nc3c(F)cccc3o2)c(O)nc1C,active,300.333,3.7235200000000024,1.0,4.0,7.823908740944319
